procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6100420 142260 7265512    0    0     0    86 2490 5110  0  0 99  0  0
 0  0      0 6100420 142260 7265520    0    0     0    16 2665 5489  1  0 99  0  0
 0  0      0 6100168 142260 7265524    0    0     0    17 2572 5138  0  0 99  0  0
 0  0      0 6100168 142260 7265528    0    0     0    17 2658 5251  1  0 99  0  0
 0  0      0 6100168 142260 7265532    0    0     0    17 2600 5282  1  0 99  0  0
 0  0      0 6099916 142260 7265532    0    0     0    33 2748 5387  1  0 99  0  0
 0  0      0 6099884 142260 7265540    0    0     0    30 2535 5128  0  0 99  0  0
 0  0      0 6099884 142260 7265616    0    0     0    45 2712 5348  1  0 99  0  0
 0  0      0 6098868 142260 7265560    0    0     0   538 4019 7249  1  1 96  2  0
 0  0      0 6099664 142260 7265564    0    0     0    17 2619 5365  0  0 99  0  0
 0  0      0 6099664 142260 7265552    0    0     0    15 2708 5546  0  0 99  0  0
 0  0      0 6099664 142260 7265548    0    0     0    14 2519 5229  1  0 99  0  0
 0  0      0 6099916 142260 7265548    0    0     0    17 2670 5374  0  0 99  0  0
 0  0      0 6099900 142260 7265604    0    0     0    14 2489 5207  0  0 99  0  0
 0  0      0 6099916 142260 7265568    0    0     0    77 2695 5331  0  0 99  0  0
 0  0      0 6099916 142260 7265572    0    0     0    23 2574 5248  0  0 99  0  0
 1  0      0 6099916 142260 7265572    0    0     0    22 2581 5173  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6099664 142260 7265580    0    0     0    36 2716 5349  1  0 99  0  0
 0  0      0 6099664 142260 7265576    0    0     0    16 2609 5241  1  0 99  0  0
 1  0      0 6100200 142260 7265584    0    0     0    16 2718 5463  0  0 99  0  0
 0  0      0 6098080 142260 7265612    0    0     0   594 3938 7109  1  1 95  2  0
 1  0      0 6100640 142260 7265632    0    0     0    18 2679 5264  1  0 99  0  0
 0  0      0 6100388 142260 7265612    0    0     0    17 2533 5127  0  0 99  0  0
 0  0      0 6100640 142260 7265612    0    0     0    16 2591 5254  1  0 99  0  0
 0  0      0 6100640 142260 7265616    0    0     0    16 2645 5241  0  0 99  0  0
 0  0      0 6100672 142260 7265640    0    0     0    15 2606 5234  0  0 99  0  0
 0  0      0 6100672 142260 7265624    0    0     0    81 2718 5424  1  0 99  0  0
 0  0      0 6100672 142260 7265632    0    0     0    22 2767 5460  0  0 99  0  0
 0  0      0 6100672 142260 7265636    0    0     0    18 2740 5594  0  0 99  0  0
 0  0      0 6100672 142260 7265648    0    0     0    36 2700 5371  0  0 99  0  0
 0  0      0 6100892 142260 7265648    0    0     0    17 2826 5522  1  0 99  0  0
 0  0      0 6100924 142260 7265664    0    0     0    14 2629 5280  0  0 99  0  0
 0  0      0 6098152 142260 7265668    0    0     0   547 4202 7461  1  1 96  2  0
 0  0      0 6099956 142260 7265656    0    0     0    15 2608 5251  1  0 99  0  0
 0  0      0 6100460 142260 7265660    0    0     0    15 2815 5541  0  0 99  0  0
 0  0      0 6100240 142260 7265652    0    0     0    15 2747 5632  0  0 99  0  0
 0  0      0 6100240 142260 7265664    0    0     0    81 2686 5336  1  0 99  0  0
 0  0      0 6100184 142260 7265672    0    0     0    18 2955 5762  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6100184 142260 7265668    0    0     0    39 2742 5437  0  0 99  0  0
 0  0      0 6100468 142260 7265684    0    0     0    15 2661 5326  0  0 99  0  0
 0  0      0 6100468 142260 7265684    0    0     0    18 2673 5241  1  0 99  0  0
 0  0      0 6100280 142260 7265688    0    0     0    34 2710 5361  1  0 99  0  0
 0  0      0 6100500 142260 7265688    0    0     0    31 2735 5492  1  0 99  0  0
 0  0      0 6099996 142260 7265696    0    0     0    30 3001 5835  1  0 99  0  0
 0  0      0 6098744 142260 7265788    0    0     0   532 4206 7439  1  1 96  1  0
 0  0      0 6100044 142260 7265832    0    0     0    16 2896 5517  1  0 99  0  0
 0  0      0 6100012 142260 7265744    0    0     0    16 2700 5385  1  0 99  0  0
 0  0      0 6100264 142260 7265748    0    0     0    14 2682 5261  1  0 99  0  0
 0  0      0 6100264 142260 7265756    0    0     0    16 2641 5241  0  0 99  0  0
 0  0      0 6100264 142260 7265760    0    0     0    74 2662 5243  0  0 99  0  0
 0  0      0 6100516 142260 7265772    0    0     0    92 2772 5497  0  0 99  0  0
 0  0      0 6100516 142260 7265776    0    0     0    20 2593 5223  0  0 99  0  0
 0  0      0 6100516 142260 7265772    0    0     0    71 2590 5191  0  0 99  0  0
 0  0      0 6100020 142260 7265776    0    0     0    43 2516 5089  0  0 99  0  0
 1  0      0 6099988 142260 7265780    0    0     0    17 2569 5171  0  0 99  0  0
 0  0      0 6100052 142260 7265792    0    0     0    14 2653 5284  0  0 99  0  0
 0  0      0 6097648 142260 7265952    0    0     0   518 3982 7100  1  1 96  2  0
 0  0      0 6098688 142260 7265996    0    0     0    23 2676 5266  0  0 99  0  0
 1  0      0 6099004 142260 7265992    0    0     0    15 2620 5198  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6099256 142260 7265972    0    0     0    15 2595 5184  0  0 99  0  0
 0  0      0 6099004 142260 7265960    0    0     0    15 2573 5190  1  0 99  0  0
 0  0      0 6099004 142260 7266016    0    0     0    14 2633 5232  0  0 99  0  0
 0  0      0 6099256 142260 7265980    0    0     0    15 2589 5172  0  0 99  0  0
 0  0      0 6099256 142260 7265980    0    0     0    79 2546 5147  1  0 99  0  0
 0  0      0 6099476 142260 7265988    0    0     0    18 2586 5296  0  0 99  0  0
 0  0      0 6099476 142260 7265988    0    0     0    42 2764 5508  1  0 99  0  0
 0  0      0 6099224 142260 7265996    0    0     0    16 2754 5390  0  0 99  0  0
 0  0      0 6098980 142260 7265992    0    0     0    17 2446 5043  0  0 99  0  0
 0  0      0 6097964 142260 7266076    0    0     0   580 3956 7151  1  1 95  2  0
 0  0      0 6099744 142260 7266044    0    0     0    22 2659 5315  0  0 99  0  0
 0  0      0 6100060 142260 7266040    0    0     0    19 2662 5305  1  0 98  0  0
 0  0      0 6100060 142260 7266040    0    0     0    16 2557 5210  1  0 99  0  0
 0  0      0 6099556 142260 7266032    0    0     0    82 2615 5193  1  0 99  0  0
 0  0      0 6099556 142260 7266044    0    0     0    90 2689 5294  0  0 99  0  0
 0  0      0 6099532 142260 7266044    0    0     0    15 2634 5258  0  0 99  0  0
 0  0      0 6099500 142260 7266056    0    0     0    78 2689 5342  1  1 98  0  0
 0  0      0 6099508 142260 7266060    0    0     0    50 2671 5281  0  0 99  0  0
 0  0      0 6099516 142260 7266072    0    0     0    89 2746 5355  0  0 99  0  0
 0  0      0 6099516 142260 7266076    0    0     0    17 2601 5240  0  0 99  0  0
 0  0      0 6099516 142260 7266072    0    0     0    15 2519 5175  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 6097240 142260 7266116    0    0     0   293 3904 7159  1  1 97  1  0
 0  0      0 6098696 142260 7266132    0    0     0   279 2797 5415  1  0 98  1  0
 0  0      0 6098696 142260 7266132    0    0     0    14 2563 5258  0  0 99  0  0
 0  0      0 6098696 142260 7266140    0    0     0    70 2541 5231  0  0 99  0  0
 0  0      0 6098696 142260 7266144    0    0     0    17 2559 5255  0  0 99  0  0
 0  0      0 6098444 142260 7266180    0    0     0    86 2561 5177  0  0 99  0  0
 1  0      0 6098728 142260 7266152    0    0     0    44 2538 5135  0  0 99  0  0
 0  0      0 6098980 142260 7266156    0    0     0    72 2528 5173  0  0 99  0  0
 0  0      0 6098988 142260 7266164    0    0     0    15 2603 5198  0  0 99  0  0
 0  0      0 6098988 142260 7266204    0    0     0    91 2723 5289  0  0 99  0  0
 0  0      0 6098988 142260 7266184    0    0     0    16 2611 5233  1  0 99  0  0
 0  0      0 6099256 142260 7266196    0    0     0    16 2565 5128  0  0 99  0  0
 0  0      0 6077204 142260 7266208    0    0     0   126 3125 5960  1  1 98  0  0
 0  0      0 6098844 142260 7266264    0    0     0   447 3512 6428  1  1 97  2  0
 0  0      0 6099348 142260 7266272    0    0     0    15 2737 5364  1  0 99  0  0
 0  0      0 6099096 142260 7266292    0    0     0    66 2691 5293  0  0 99  0  0
 0  0      0 6099096 142260 7266264    0    0     0    56 2636 5289  0  0 99  0  0
 0  0      0 6098496 142260 7266380    0    0     0    76 2667 5365  1  0 99  0  0
 0  0      0 6098512 142260 7266320    0    0     0    17 2624 5223  1  0 99  0  0
 0  0      0 6098512 142260 7266296    0    0     0    80 2704 5426  1  0 99  0  0
 0  0      0 6098512 142260 7266296    0    0     0    42 2813 5432  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6098764 142260 7266276    0    0     0    37 2574 5149  1  0 99  0  0
 0  0      0 6098228 142260 7266280    0    0     0    17 2609 5210  0  0 99  0  0
 0  0      0 6098480 142260 7266288    0    0     0    14 2591 5192  0  0 99  0  0
 0  0      0 6098496 142260 7266272    0    0     0    15 2655 5268  0  0 99  0  0
 0  0      0 6098136 142260 7266292    0    0     0   543 3837 7001  1  1 96  2  0
 0  0      0 6098104 142260 7266312    0    0     0    15 2633 5270  0  0 99  0  0
 3  0      0 6098104 142260 7266316    0    0     0    74 2728 5317  0  0 99  0  0
 0  0      0 6098104 142260 7266316    0    0     0    55 2610 5192  0  0 99  0  0
 0  0      0 6098104 142260 7266320    0    0     0    17 2623 5201  0  0 99  0  0
 0  0      0 6098356 142260 7266328    0    0     0    70 2526 5121  0  0 99  0  0
 0  0      0 6098356 142260 7266344    0    0     0    74 2622 5241  0  0 99  0  0
 0  0      0 6098356 142260 7266332    0    0     0    15 2705 5343  0  0 99  0  0
 0  0      0 6098388 142260 7266336    0    0     0    93 2696 5282  1  0 99  0  0
 1  0      0 6098640 142260 7266344    0    0     0    16 2621 5249  1  0 99  0  0
 0  0      0 6098704 142260 7266344    0    0     0    15 2576 5206  1  0 99  0  0
 0  0      0 6098736 142260 7266340    0    0     0    15 2661 5280  0  0 99  0  0
 0  0      0 6098168 142260 7266492    0    0     0   544 3925 7090  1  1 96  2  0
 0  0      0 6097884 142260 7266512    0    0     0    14 2537 5142  0  0 99  0  0
 0  0      0 6097868 142260 7266528    0    0     0    82 2610 5212  1  0 99  0  0
 0  0      0 6098120 142260 7266528    0    0     0    54 2687 5320  1  0 99  0  0
 0  0      0 6098120 142260 7266528    0    0     0    72 2673 5362  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6097868 142260 7266536    0    0     0    14 2660 5375  0  0 99  0  0
 0  0      0 6097884 142260 7266516    0    0     0    72 2592 5184  1  0 99  0  0
 0  0      0 6097884 142260 7266524    0    0     0    15 2496 5120  0  0 99  0  0
 0  0      0 6097884 142260 7266524    0    0     0    36 2557 5160  0  0 99  0  0
 0  0      0 6097884 142260 7266536    0    0     0    15 2608 5253  1  0 99  0  0
 0  0      0 6098168 142260 7266536    0    0     0    14 2635 5224  0  0 99  0  0
 0  0      0 6098136 142260 7266536    0    0     0    14 2552 5162  0  0 99  0  0
 0  0      0 6096740 142260 7266624    0    0     0   543 4039 7194  1  1 96  2  0
 0  0      0 6097772 142260 7266604    0    0     0    15 2532 5112  0  0 99  0  0
 0  0      0 6097804 142260 7266652    0    0     0    66 2565 5176  0  0 99  0  0
 0  0      0 6097772 142260 7266644    0    0     0    14 2547 5158  0  0 99  0  0
 0  0      0 6097772 142260 7266612    0    0     0    87 2566 5192  0  0 99  0  0
 0  0      0 6097724 142260 7266632    0    0     0    47 2639 5216  0  0 99  0  0
 0  0      0 6097740 142260 7266620    0    0     0    74 2548 5140  1  0 99  0  0
 0  0      0 6097496 142260 7266624    0    0     0    14 2617 5248  0  0 99  0  0
 0  0      0 6097496 142260 7266588    0    0     0    95 2679 5228  0  0 99  0  0
 0  0      0 6097528 142260 7266588    0    0     0    15 2536 5212  0  0 99  0  0
 0  0      0 6097560 142260 7266596    0    0     0    15 2636 5347  1  0 99  0  0
 0  0      0 6097308 142260 7266604    0    0     0    28 2706 5286  1  0 99  0  0
 0  0      0 6097104 142260 7266592    0    0     0   498 3983 7241  1  1 96  2  0
 0  0      0 6098208 142260 7266592    0    0     0    15 2650 5257  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 6098176 142260 7266600    0    0     0   110 2350 4901  0  0 99  0  0
 0  0      0 6097924 142260 7266600    0    0     0    34 2461 5048  1  0 99  0  0
 0  0      0 6097892 142260 7266600    0    0     0    86 2361 4975  0  0 99  0  0
 0  0      0 6098144 142260 7266604    0    0     0    14 2629 5253  0  0 99  0  0
 0  0      0 6098144 142260 7266612    0    0     0    74 2675 5318  0  0 99  0  0
 0  0      0 6098176 142260 7266620    0    0     0    15 2649 5260  0  0 99  0  0
 0  0      0 6098176 142260 7266620    0    0     0    34 2762 5387  0  0 99  0  0
 0  0      0 6098144 142260 7266620    0    0     0    16 2603 5208  1  0 99  0  0
 0  0      0 6098616 142260 7266620    0    0     0    15 2482 5104  0  0 99  0  0
 0  0      0 6098616 142260 7266704    0    0     0    14 2618 5231  0  0 99  0  0
 3  0      0 6096456 142260 7266668    0    0     0   588 4055 7215  1  1 96  2  0
 0  0      0 6098764 142260 7266664    0    0     0    16 2593 5198  0  0 99  0  0
 0  0      0 6098764 142260 7266668    0    0     0    66 2568 5184  0  0 99  0  0
 0  0      0 6098512 142260 7266676    0    0     0    57 2598 5195  0  0 99  0  0
 0  0      0 6098448 142260 7266684    0    0     0    74 2755 5577  1  0 99  0  0
 0  0      0 6098180 142260 7266696    0    0     0    17 2623 5264  0  0 99  0  0
 0  0      0 6098164 142260 7266700    0    0     0    76 2554 5164  0  0 99  0  0
 0  0      0 6098164 142260 7266700    0    0     0    15 2519 5143  1  0 99  0  0
 0  0      0 6098700 142260 7266696    0    0     0    98 2643 5259  0  0 99  0  0
 0  0      0 6098668 142260 7266700    0    0     0    46 2677 5331  0  0 99  0  0
 0  0      0 6098668 142260 7266700    0    0     0    46 2973 5866  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 6098668 142260 7266708    0    0     0    18 2637 5264  1  0 99  0  0
 1  0      0 6096392 142260 7266724    0    0     0   527 4040 7259  1  1 96  2  0
 0  0      0 6097976 142260 7266776    0    0     0    15 2620 5323  0  0 99  0  0
 1  0      0 6097976 142260 7266728    0    0     0    16 2574 5233  1  0 99  0  0
 0  0      0 6097724 142260 7266744    0    0     0    76 2702 5316  1  0 99  0  0
 0  0      0 6097976 142260 7266752    0    0     0    18 2624 5244  1  0 99  0  0
 2  0      0 6097976 142260 7266748    0    0     0    90 2642 5231  0  0 99  0  0
 0  0      0 6097976 142260 7266752    0    0     0    77 2502 5218  1  0 99  0  0
 0  0      0 6097976 142260 7266756    0    0     0    16 2629 5423  0  0 99  0  0
 0  0      0 6097976 142260 7266752    0    0     0    93 2569 5166  1  0 98  0  0
 0  0      0 6097944 142260 7266764    0    0     0    18 2504 5128  0  0 99  0  0
 0  0      0 6098292 142260 7266776    0    0     0    50 2546 5158  0  0 99  0  0
 0  0      0 6098292 142260 7266776    0    0     0    26 2609 5316  0  0 99  0  0
 0  0      0 6096488 142260 7266884    0    0     0   525 4060 7262  1  1 96  2  0
 0  0      0 6097428 142260 7266932    0    0     0    14 2613 5215  0  0 99  0  0
 0  0      0 6097428 142260 7266844    0    0     0    18 2626 5234  0  0 99  0  0
 0  0      0 6097648 142260 7266848    0    0     0    14 2462 5045  0  0 99  0  0
 0  0      0 6097656 142260 7266952    0    0     0    82 2532 5151  1  0 99  0  0
 0  0      0 6097640 142260 7266884    0    0     0    16 2498 5093  1  0 99  0  0
 0  0      0 6097656 142260 7266876    0    0     0    44 2699 5321  1  0 99  0  0
 0  0      0 6097720 142260 7266872    0    0     0    77 2485 5065  0  0 97  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6097720 142260 7266868    0    0     0    53 2605 5196  1  0 99  0  0
 0  0      0 6097688 142260 7266876    0    0     0    18 2625 5246  0  0 99  0  0
 0  0      0 6097704 142260 7266876    0    0     0    14 2563 5153  0  0 99  0  0
 0  0      0 6097672 142260 7266876    0    0     0    14 2657 5233  0  0 99  0  0
 0  0      0 6095356 142260 7266956    0    0     0   550 3984 7142  1  1 95  3  0
 0  0      0 6097404 142260 7266916    0    0     0    16 2623 5265  0  0 99  0  0
 0  0      0 6097656 142260 7266920    0    0     0    15 2660 5269  1  0 99  0  0
 0  0      0 6097656 142260 7266916    0    0     0    64 2541 5140  0  0 99  0  0
 0  0      0 6097664 142260 7266928    0    0     0    94 2635 5244  0  0 99  0  0
 0  0      0 6097664 142260 7266980    0    0     0    46 2565 5142  0  0 99  0  0
 0  0      0 6097916 142260 7266988    0    0     0    22 2549 5187  0  0 99  0  0
 0  0      0 6097924 142260 7267000    0    0     0    66 2545 5141  1  0 99  0  0
 0  0      0 6097924 142260 7266956    0    0     0    87 2684 5286  0  0 99  0  0
 0  0      0 6098176 142260 7266956    0    0     0    24 2620 5212  0  0 99  0  0
 0  0      0 6097948 142260 7266968    0    0     0    14 2637 5255  0  0 99  0  0
 0  0      0 6097940 142260 7267024    0    0     0    45 2612 5190  1  0 99  0  0
 1  0      0 6096332 142260 7267044    0    0     0   482 4059 7349  1  1 95  2  0
 0  0      0 6097104 142260 7267004    0    0     0    21 2612 5333  0  0 99  0  0
 0  0      0 6097136 142260 7267008    0    0     0    17 2772 5449  1  0 99  0  0
 0  0      0 6097136 142260 7266992    0    0     0   108 2731 5480  0  0 99  0  0
 1  0      0 6097200 142260 7267004    0    0     0    89 2860 5510  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 6097200 142260 7267032    0    0     0    26 2635 5341  0  0 99  0  0
 2  0      0 6097200 142260 7267004    0    0     0    16 2671 5402  1  0 99  0  0
 1  0      0 6097200 142260 7267008    0    0     0    14 2685 5416  0  0 99  0  0
 1  0      0 6097452 142260 7267008    0    0     0    32 2483 5121  1  0 99  0  0
 2  0      0 6097420 142260 7267048    0    0     0    17 2585 5204  0  0 99  0  0
 1  0      0 6097436 142260 7267056    0    0     0    15 2722 5340  0  0 99  0  0
 1  0      0 6097184 142260 7267028    0    0     0    37 2610 5243  0  0 99  0  0
 1  0      0 6095148 142260 7267028    0    0     0   550 4044 7261  1  1 96  2  0
 1  0      0 6096996 142260 7267048    0    0     0    21 2613 5231  0  0 99  0  0
 1  0      0 6097256 142260 7267056    0    0     0    17 2673 5263  0  0 99  0  0
 1  0      0 6097256 142260 7267064    0    0     0    16 2763 5455  0  0 99  0  0
 1  0      0 6096964 142260 7267068    0    0     0    19 2743 5479  1  0 99  0  0
 1  0      0 6096956 142260 7267092    0    0     0    18 2590 5215  0  0 99  0  0
 1  0      0 6096956 142260 7267100    0    0     0    15 2591 5179  1  0 99  0  0
 1  0      0 6096964 142260 7267100    0    0     0    81 2673 5364  0  0 99  0  0
 1  0      0 6097264 142260 7267076    0    0     0    38 2613 5219  0  0 99  0  0
 1  0      0 6097232 142260 7267084    0    0     0    95 2655 5263  1  0 99  0  0
 2  0      0 6097232 142260 7267088    0    0     0    14 2525 5156  0  0 99  0  0
 0  0      0 6096980 142260 7267092    0    0     0    14 2695 5333  0  0 99  0  0
 1  6      0 6095796 142260 7267124    0    0     0   463 4045 7314  1  1 96  1  0
 0  0      0 6097364 142260 7267120    0    0     0    95 2750 5346  0  0 98  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6097112 142260 7267120    0    0     0    14 2663 5289  0  0 99  0  0
 0  0      0 6096860 142260 7267120    0    0     0    67 2664 5254  0  0 99  0  0
 0  0      0 6097112 142260 7267132    0    0     0    14 2636 5236  0  0 99  0  0
 0  0      0 6097096 142260 7267148    0    0     0    15 2666 5271  0  0 99  0  0
 0  0      0 6097112 142260 7267140    0    0     0    14 2572 5193  0  0 99  0  0
 0  0      0 6097080 142260 7267144    0    0     0    34 2571 5161  0  0 99  0  0
 0  0      0 6097112 142260 7267140    0    0     0    35 2620 5283  0  0 99  0  0
 0  0      0 6097048 142260 7267140    0    0     0    45 2615 5229  1  0 99  0  0
 0  0      0 6097112 142260 7267144    0    0     0    22 2653 5253  0  0 99  0  0
 0  0      0 6096608 142260 7267152    0    0     0    49 2526 5087  1  0 99  0  0
 2  0      0 6094884 142260 7267172    0    0     0   136 3605 6706  1  1 98  0  0
 0  0      0 6096284 142260 7268000    0    0     0   440 2893 5463  0  1 97  2  0
 0  0      0 6096284 142260 7267992    0    0     0    17 2537 5115  1  0 99  0  0
 0  0      0 6096536 142260 7267992    0    0     0    17 2663 5224  0  0 99  0  0
 0  0      0 6096544 142260 7268008    0    0     0    14 2524 5145  0  0 99  0  0
 0  0      0 6096276 142260 7268032    0    0     0    15 2582 5163  0  0 99  0  0
 0  0      0 6096544 142260 7268012    0    0     0    15 2520 5134  0  0 99  0  0
 0  0      0 6096544 142260 7268016    0    0     0    75 2545 5144  0  0 99  0  0
 0  0      0 6096316 142260 7268016    0    0     0    43 2673 5246  0  0 99  0  0
 0  0      0 6095820 142260 7268148    0    0     0   126 2723 5266  1  0 99  0  0
 0  0      0 6097868 142260 7268160    0    0     0    15 2615 5289  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 6097128 142260 7268168    0    0     0    15 2559 5162  1  0 99  0  0
 0  1      0 6096544 142260 7268180    0    0     0    28 2717 5320  1  0 99  0  0
 0  0      0 6097388 142260 7268196    0    0     0   511 3960 7147  1  1 96  2  0
 0  0      0 6098144 142260 7268188    0    0     0    14 2715 5288  0  0 99  0  0
 0  0      0 6098144 142260 7268196    0    0     0    68 2567 5139  1  0 99  0  0
 0  0      0 6098144 142260 7268200    0    0     0    17 2634 5252  1  0 99  0  0
 0  0      0 6097892 142260 7268252    0    0     0    90 2810 5431  0  0 99  0  0
 0  0      0 6097924 142260 7268204    0    0     0    16 2756 5379  1  0 99  0  0
 0  0      0 6098176 142260 7268208    0    0     0    15 2704 5286  0  1 99  0  0
 0  0      0 6097916 142260 7268252    0    0     0    32 2600 5185  1  0 99  0  0
 0  0      0 6097892 142260 7268224    0    0     0    17 2719 5335  0  0 99  0  0
 0  0      0 6097924 142260 7268228    0    0     0    15 2729 5392  0  0 99  0  0
 0  0      0 6097924 142260 7268232    0    0     0    34 2535 5159  0  0 99  0  0
 0  0      0 6097388 142260 7268232    0    0     0    83 2654 5255  0  0 99  0  0
 0  0      0 6097420 142260 7268352    0    0     0   559 4109 7167  1  1 96  2  0
 0  0      0 6098436 142260 7268272    0    0     0    14 2631 5349  0  0 99  0  0
 0  0      0 6098688 142260 7268260    0    0     0    16 2571 5181  0  0 99  0  0
 0  0      0 6098688 142260 7268260    0    0     0    14 2602 5351  0  0 99  0  0
 0  0      0 6098624 142260 7268368    0    0     0    15 2727 5414  0  0 99  0  0
 0  0      0 6098168 142260 7268284    0    0     0    16 2645 5374  0  0 99  0  0
 0  0      0 6098200 142260 7268268    0    0     0    78 2621 5318  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6097996 142260 7268244    0    0     0    41 2571 5215  1  0 99  0  0
 0  0      0 6097996 142260 7268248    0    0     0    98 2566 5240  0  0 99  0  0
 0  0      0 6098028 142260 7268252    0    0     0    14 2605 5278  1  0 99  0  0
 0  0      0 6098028 142260 7268256    0    0     0    14 2703 5394  1  0 99  0  0
 0  0      0 6098028 142260 7268268    0    0     0    15 2540 5172  0  0 99  0  0
 0  0      0 6096760 142260 7268308    0    0     0   538 3968 7117  1  1 95  2  0
 0  0      0 6098588 142260 7268304    0    0     0    14 2642 5295  0  0 99  0  0
 0  0      0 6098564 142260 7268300    0    0     0    67 2750 5349  1  0 99  0  0
 0  0      0 6098500 142260 7268296    0    0     0    15 2750 5441  0  0 99  0  0
 1  0      0 6098484 142260 7268328    0    0     0    90 2607 5236  0  0 99  0  0
 0  0      0 6098484 142260 7268324    0    0     0    16 2547 5206  0  0 99  0  0
 0  0      0 6098500 142260 7268316    0    0     0    78 2651 5264  0  0 99  0  0
 1  0      0 6098500 142260 7268316    0    0     0    33 2558 5193  0  0 99  0  0
 0  0      0 6095980 142260 7268316    0    0     0    73 2648 5260  0  0 99  0  0
 0  0      0 6095980 142260 7268320    0    0     0    14 2799 5643  1  0 99  0  0
 0  0      0 6095980 142260 7268328    0    0     0    14 2670 5303  0  0 99  0  0
 0  0      0 6096232 142260 7268336    0    0     0    17 2813 5447  0  0 99  0  0
 0  0      0 6094968 142260 7268376    0    0     0   558 3944 7052  1  1 96  2  0
 0  0      0 6095252 142260 7268360    0    0     0    15 2492 5115  0  0 99  0  0
 0  0      0 6094732 142260 7268376    0    0     0    73 2637 5238  1  0 99  0  0
 0  0      0 6094748 142260 7268360    0    0     0    16 2668 5275  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6094748 142260 7268408    0    0     0    18 2648 5278  0  0 99  0  0
 0  0      0 6095528 142260 7268364    0    0     0    15 2539 5154  1  0 99  0  0
 0  0      0 6095528 142260 7268364    0    0     0    34 2608 5204  0  0 99  0  0
 0  0      0 6095528 142260 7268364    0    0     0    31 2586 5194  1  0 99  0  0
 0  0      0 6095260 142260 7268368    0    0     0    43 2623 5206  0  0 99  0  0
 0  0      0 6095812 142260 7268384    0    0     0    19 2580 5209  1  0 99  0  0
 0  0      0 6095844 142260 7268380    0    0     0    50 2561 5113  1  0 99  0  0
 0  0      0 6095844 142260 7268384    0    0     0    15 2687 5279  0  0 99  0  0
 0  0      0 6095152 142260 7268436    0    0     0   531 3949 7131  1  1 96  2  0
 0  0      0 6096412 142260 7268444    0    0     0    14 2612 5238  1  0 99  0  0
 0  0      0 6096380 142260 7268420    0    0     0    15 2515 5125  0  0 99  0  0
 1  0      0 6096412 142260 7268416    0    0     0    69 2612 5256  1  0 99  0  0
0

